CELDA_ORIGEN;NOMBRE_CELDA_ORIGEN;CELDA_DESTINO;NOMBRE_CELDA_DESTINO;FLUJO;
021A;Orihuela (distrito 08) y Rafal;091A;Orihuela (distrito 05);58;
021A;Orihuela (distrito 08) y Rafal;092A;Orihuela (distrito 06);175;
021A;Orihuela (distrito 08) y Rafal;093A;Orihuela (distrito 07);117;
021B;Olèrdola y Castellet i la Gornal;014B;Canyelles y Olivella;21;
021B;Olèrdola y Castellet i la Gornal;020B;Granada, La y otros municipios;59;
021B;Olèrdola y Castellet i la Gornal;022B;Sant Martí Sarroca y Castellví de la Marca;35;
021B;Olèrdola y Castellet i la Gornal;126B;Sant Sadurní d'Anoia;23;
021B;Olèrdola y Castellet i la Gornal;130B;Santa Margarida i els Monjos;42;
021B;Olèrdola y Castellet i la Gornal;146B;Vilafranca del Penedès;197;
021B;Olèrdola y Castellet i la Gornal;24TA;Santa Oliva y otros municipios;71;
021B;Olèrdola y Castellet i la Gornal;39TA;Arboç, L';66;
021B;Olèrdola y Castellet i la Gornal;40TA;Calafell;21;
021B;Olèrdola y Castellet i la Gornal;43TA;Cunit;23;
021M;Guadalix de la Sierra y Navalafuente;019M;Cabrera, La y otros municipios;77;
021M;Guadalix de la Sierra y Navalafuente;020M;Miraflores de la Sierra y Bustarviejo;96;
021M;Guadalix de la Sierra y Navalafuente;040M;Colmenar Viejo;75;
021M;Guadalix de la Sierra y Navalafuente;069M;Soto del Real;19;
021M;Guadalix de la Sierra y Navalafuente;082M;Tres Cantos;54;
021S;Alcalá de Guadaíra (distritos 01 y 02);023S;Alcalá de Guadaíra (distrito 03);92;
021S;Alcalá de Guadaíra (distritos 01 y 02);024S;Alcalá de Guadaíra (distrito 04);621;
021S;Alcalá de Guadaíra (distritos 01 y 02);048S;Dos Hermanas (distrito 05);16;
021V;Benifairó de les Valls y otros municipios;020V;Sagunto/Sagunt (distrito 01) y otros municipios;63;
021V;Benifairó de les Valls y otros municipios;022V;Sagunto/Sagunt (distritos 04, 05 y 08);118;
021V;Benifairó de les Valls y otros municipios;131V;Sagunto/Sagunt (distrito 07);29;
021V;Benifairó de les Valls y otros municipios;16CS;Almenara y Llosa, la;148;
021V;Benifairó de les Valls y otros municipios;30CS;Vall d'Uixó, la;25;
022A;Alfàs del Pi, l';011A;Busot y otros municipios;39;
022A;Alfàs del Pi, l';013A;Benilloba y otros municipios;47;
022A;Alfàs del Pi, l';024A;Altea;639;
022A;Alfàs del Pi, l';029A;Calp;143;
022A;Alfàs del Pi, l';030A;Callosa d'en Sarrià;47;
022A;Alfàs del Pi, l';039A;Finestrat;126;
022A;Alfàs del Pi, l';049A;Nucia, la;542;
022A;Alfàs del Pi, l';063A;Villajoyosa/Vila Joiosa, la;113;
022A;Alfàs del Pi, l';073A;Benidorm (distrito 01);95;
022A;Alfàs del Pi, l';074A;Benidorm (distrito 02);267;
022A;Alfàs del Pi, l';075A;Benidorm (distrito 03);172;
022A;Alfàs del Pi, l';076A;Benidorm (distrito 04);51;
022B;Sant Martí Sarroca y Castellví de la Marca;021B;Olèrdola y Castellet i la Gornal;57;
022B;Sant Martí Sarroca y Castellví de la Marca;024B;Font-rubí y otros municipios;118;
022B;Sant Martí Sarroca y Castellví de la Marca;025B;Castellar del Vallès y otros municipios;20;
022B;Sant Martí Sarroca y Castellví de la Marca;130B;Santa Margarida i els Monjos;23;
022B;Sant Martí Sarroca y Castellví de la Marca;146B;Vilafranca del Penedès;184;
022M;Torrelaguna y Redueña;005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;52;
022M;Torrelaguna y Redueña;019M;Cabrera, La y otros municipios;65;
022M;Torrelaguna y Redueña;023M;Talamanca de Jarama y otros municipios;20;
022M;Torrelaguna y Redueña;16GU;Casar, El y Uceda;57;
022S;Osuna y Lantejuela;009S;Gilena y Aguadulce;54;
022S;Osuna y Lantejuela;010S;Estepa y Lora de Estepa;49;
022S;Osuna y Lantejuela;049S;Écija;54;
022S;Osuna y Lantejuela;060S;Marchena;75;
022S;Osuna y Lantejuela;065S;Pedrera;100;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);020V;Sagunto/Sagunt (distrito 01) y otros municipios;56;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);021V;Benifairó de les Valls y otros municipios;24;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);060V;Canet d'En Berenguer;57;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);069V;Puig de Santa Maria, el;21;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);105V;Sagunto/Sagunt (distrito 03);111;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);108V;Sagunto/Sagunt (distrito 06);79;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);117V;Puçol;69;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);131V;Sagunto/Sagunt (distrito 07);31;
022V;Sagunto/Sagunt (distritos 04, 05 y 08);16CS;Almenara y Llosa, la;33;
023A;Almoradí;001A;Montesinos, Los y Algorfa;86;
023A;Almoradí;002A;Formentera del Segura y otros municipios;253;
023A;Almoradí;003A;Bigastro y Jacarilla;39;
023A;Almoradí;004A;Cox y otros municipios;31;
023A;Almoradí;005A;Albatera y San Isidro;41;
023A;Almoradí;021A;Orihuela (distrito 08) y Rafal;144;
023A;Almoradí;027A;Benejúzar;43;
023A;Almoradí;031A;Callosa de Segura;115;
023A;Almoradí;034A;Catral;75;
023A;Almoradí;036A;Crevillent;54;
023A;Almoradí;038A;Dolores;134;
023A;Almoradí;041A;Guardamar del Segura;59;
023A;Almoradí;058A;Rojales;201;
023A;Almoradí;059A;San Fulgencio;66;
023A;Almoradí;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);117;
023A;Almoradí;091A;Orihuela (distrito 05);105;
023A;Almoradí;092A;Orihuela (distrito 06);43;
023A;Almoradí;097A;Torrevieja (distrito 01);57;
023A;Almoradí;098A;Torrevieja (distrito 02);37;
023A;Almoradí;099A;Torrevieja (distrito 03);52;
023B;Sant Pere de Riudebitlles y otros municipios;005B;Mediona y otros municipios;91;
023B;Sant Pere de Riudebitlles y otros municipios;006B;Subirats y Olesa de Bonesvalls;19;
023B;Sant Pere de Riudebitlles y otros municipios;020B;Granada, La y otros municipios;16;
023B;Sant Pere de Riudebitlles y otros municipios;021B;Olèrdola y Castellet i la Gornal;22;
023B;Sant Pere de Riudebitlles y otros municipios;024B;Font-rubí y otros municipios;70;
023B;Sant Pere de Riudebitlles y otros municipios;098B;Piera;43;
023B;Sant Pere de Riudebitlles y otros municipios;126B;Sant Sadurní d'Anoia;128;
023B;Sant Pere de Riudebitlles y otros municipios;146B;Vilafranca del Penedès;73;
023M;Talamanca de Jarama y otros municipios;022M;Torrelaguna y Redueña;27;
023M;Talamanca de Jarama y otros municipios;024M;Valdetorres de Jarama;34;
023M;Talamanca de Jarama y otros municipios;028M;Algete;42;
023M;Talamanca de Jarama y otros municipios;054M;Molar, El;29;
023M;Talamanca de Jarama y otros municipios;062M;Pedrezuela;23;
023M;Talamanca de Jarama y otros municipios;135M;San Sebastián de los Reyes (sección 033 y otras secciones del distrito 01);33;
023M;Talamanca de Jarama y otros municipios;16GU;Casar, El y Uceda;116;
023S;Alcalá de Guadaíra (distrito 03);021S;Alcalá de Guadaíra (distritos 01 y 02);85;
023S;Alcalá de Guadaíra (distrito 03);024S;Alcalá de Guadaíra (distrito 04);1092;
023V;Estivella y otros municipios;020V;Sagunto/Sagunt (distrito 01) y otros municipios;96;
023V;Estivella y otros municipios;022V;Sagunto/Sagunt (distritos 04, 05 y 08);43;
023V;Estivella y otros municipios;09CS;Soneja y otros municipios;46;
024A;Altea;011A;Busot y otros municipios;24;
024A;Altea;013A;Benilloba y otros municipios;43;
024A;Altea;020A;Teulada y Benitachell/Poble Nou de Benitatxell, el;27;
024A;Altea;022A;Alfàs del Pi, l';595;
024A;Altea;029A;Calp;214;
024A;Altea;030A;Callosa d'en Sarrià;99;
024A;Altea;039A;Finestrat;56;
024A;Altea;049A;Nucia, la;356;
024A;Altea;056A;Polop;96;
024A;Altea;063A;Villajoyosa/Vila Joiosa, la;72;
024A;Altea;073A;Benidorm (distrito 01);19;
024A;Altea;074A;Benidorm (distrito 02);150;
024A;Altea;075A;Benidorm (distrito 03);104;
024A;Altea;076A;Benidorm (distrito 04);27;
024B;Font-rubí y otros municipios;020B;Granada, La y otros municipios;22;
024B;Font-rubí y otros municipios;021B;Olèrdola y Castellet i la Gornal;22;
024B;Font-rubí y otros municipios;022B;Sant Martí Sarroca y Castellví de la Marca;109;
024B;Font-rubí y otros municipios;023B;Sant Pere de Riudebitlles y otros municipios;104;
024B;Font-rubí y otros municipios;146B;Vilafranca del Penedès;222;
024M;Valdetorres de Jarama;028M;Algete;44;
024M;Valdetorres de Jarama;044M;Fuente el Saz de Jarama;22;
024M;Valdetorres de Jarama;054M;Molar, El;51;
024M;Valdetorres de Jarama;135M;San Sebastián de los Reyes (sección 033 y otras secciones del distrito 01);24;
024M;Valdetorres de Jarama;16GU;Casar, El y Uceda;39;
024S;Alcalá de Guadaíra (distrito 04);016S;Utrera (distrito 05) y otros municipios;106;
024S;Alcalá de Guadaíra (distrito 04);021S;Alcalá de Guadaíra (distritos 01 y 02);453;
024S;Alcalá de Guadaíra (distrito 04);023S;Alcalá de Guadaíra (distrito 03);637;
024S;Alcalá de Guadaíra (distrito 04);028S;Arahal;38;
024S;Alcalá de Guadaíra (distrito 04);039S;Carmona;165;
024S;Alcalá de Guadaíra (distrito 04);044S;Dos Hermanas (distrito 01);155;
024S;Alcalá de Guadaíra (distrito 04);045S;Dos Hermanas (distrito 02);79;
024S;Alcalá de Guadaíra (distrito 04);046S;Dos Hermanas (distrito 03);84;
024S;Alcalá de Guadaíra (distrito 04);047S;Dos Hermanas (distrito 04);308;
024S;Alcalá de Guadaíra (distrito 04);048S;Dos Hermanas (distrito 05);578;
024S;Alcalá de Guadaíra (distrito 04);058S;Mairena del Alcor;206;
024S;Alcalá de Guadaíra (distrito 04);059S;Mairena del Aljarafe;21;
024S;Alcalá de Guadaíra (distrito 04);069S;Rinconada, La;123;
024S;Alcalá de Guadaíra (distrito 04);075S;Sevilla (SCD Number 1-A);31;
024S;Alcalá de Guadaíra (distrito 04);078S;Sevilla (SCD Number 2-A);23;
024S;Alcalá de Guadaíra (distrito 04);081S;Sevilla (SCD Number 2-D);76;
024S;Alcalá de Guadaíra (distrito 04);082S;Sevilla (SCD Number 3-A);43;
024S;Alcalá de Guadaíra (distrito 04);083S;Sevilla (SCD Number 3-B);67;
024S;Alcalá de Guadaíra (distrito 04);084S;Sevilla (SCD Number 4-A);269;
024S;Alcalá de Guadaíra (distrito 04);085S;Sevilla (SCD Number 4-B);122;
024S;Alcalá de Guadaíra (distrito 04);086S;Sevilla (SCD Number 4-C);24;
024S;Alcalá de Guadaíra (distrito 04);089S;Sevilla (SCD Number 5-A);27;
024S;Alcalá de Guadaíra (distrito 04);093S;Sevilla (SCD Number 5-E);75;
024S;Alcalá de Guadaíra (distrito 04);094S;Sevilla (SCD Number 6-A);20;
024S;Alcalá de Guadaíra (distrito 04);099S;Sevilla (SCD Number 7-C);22;
024S;Alcalá de Guadaíra (distrito 04);100S;Sevilla (SCD Number 7-D);65;
024S;Alcalá de Guadaíra (distrito 04);102S;Sevilla (SCD Number 8-B);39;
024S;Alcalá de Guadaíra (distrito 04);103S;Sevilla (SCD Number 8-C);21;
024S;Alcalá de Guadaíra (distrito 04);104S;Sevilla (SCD Number 8-D);19;
024S;Alcalá de Guadaíra (distrito 04);105S;Sevilla (SCD Number 9-A);258;
024S;Alcalá de Guadaíra (distrito 04);107S;Sevilla (SCD Number 9-C);65;
024S;Alcalá de Guadaíra (distrito 04);108S;Sevilla (SCD Number 9-D);16;
024S;Alcalá de Guadaíra (distrito 04);109S;Sevilla (SCD Number 9-E);115;
024S;Alcalá de Guadaíra (distrito 04);110S;Sevilla (SCD Number 10-A);18;
024S;Alcalá de Guadaíra (distrito 04);111S;Sevilla (SCD Number 10-B);94;
024S;Alcalá de Guadaíra (distrito 04);112S;Sevilla (SCD Number 11);62;
024S;Alcalá de Guadaíra (distrito 04);121S;Viso del Alcor, El;36;
024V;Pedralba y otros municipios;016V;Riba-roja de Túria y Loriguilla;49;
024V;Pedralba y otros municipios;025V;Villar del Arzobispo y otros municipios;70;
024V;Pedralba y otros municipios;027V;Chelva y otros municipios;29;
024V;Pedralba y otros municipios;029V;Chiva y Godelleta;23;
024V;Pedralba y otros municipios;047V;Llíria y otros municipios;82;
024V;Pedralba y otros municipios;068V;Cheste;19;
024V;Pedralba y otros municipios;078V;Vilamarxant;24;
025A;Aspe;006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;113;
025A;Aspe;036A;Crevillent;45;
025A;Aspe;045A;Monforte del Cid;224;
025A;Aspe;046A;Monóvar/Monòver;24;
025A;Aspe;048A;Novelda;498;
025A;Aspe;079A;Elche/Elx (distrito 03);30;
025A;Aspe;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);279;
025A;Aspe;116A;Alicante (SCD Number 8-B);70;
025B;Castellar del Vallès y otros municipios;024B;Font-rubí y otros municipios;21;
025B;Castellar del Vallès y otros municipios;086B;Montcada i Reixac;26;
025B;Castellar del Vallès y otros municipios;094B;Palau-solità i Plegamans;28;
025B;Castellar del Vallès y otros municipios;125B;Sant Quirze del Vallès;72;
025B;Castellar del Vallès y otros municipios;131B;Barberà del Vallès;73;
025B;Castellar del Vallès y otros municipios;133B;Santa Perpètua de Mogoda;65;
025B;Castellar del Vallès y otros municipios;135B;Sentmenat;87;
025B;Castellar del Vallès y otros municipios;146B;Vilafranca del Penedès;21;
025B;Castellar del Vallès y otros municipios;276B;Sabadell (distrito 01);126;
025B;Castellar del Vallès y otros municipios;277B;Sabadell (distrito 02);208;
025B;Castellar del Vallès y otros municipios;278B;Sabadell (distrito 03 y sección 030 del distrito 04);347;
025B;Castellar del Vallès y otros municipios;279B;Sabadell (secciones 001 a 029 del distrito 04);99;
025B;Castellar del Vallès y otros municipios;280B;Sabadell (distrito 05);109;
025B;Castellar del Vallès y otros municipios;282B;Sabadell (distrito 07);41;
025B;Castellar del Vallès y otros municipios;304B;Terrassa (distrito 03 y secciones 001 a 004 del distrito 07);50;
025B;Castellar del Vallès y otros municipios;305B;Terrassa (distrito 04);28;
025B;Castellar del Vallès y otros municipios;307B;Terrassa (distrito 06);28;
025M;Valdeolmos-Alalpardo y otros municipios;026M;Ajalvir;24;
025M;Valdeolmos-Alalpardo y otros municipios;028M;Algete;79;
025M;Valdeolmos-Alalpardo y otros municipios;034M;Camarma de Esteruelas y Valdeavero;18;
025M;Valdeolmos-Alalpardo y otros municipios;044M;Fuente el Saz de Jarama;31;
025M;Valdeolmos-Alalpardo y otros municipios;135M;San Sebastián de los Reyes (sección 033 y otras secciones del distrito 01);36;
025M;Valdeolmos-Alalpardo y otros municipios;16GU;Casar, El y Uceda;26;
025S;Alcalá del Río;024S;Alcalá de Guadaíra (distrito 04);23;
025S;Alcalá del Río;026S;Algaba, La;34;
025S;Alcalá del Río;034S;Burguillos;55;
025S;Alcalá del Río;055S;Guillena;87;
025S;Alcalá del Río;069S;Rinconada, La;435;
025S;Alcalá del Río;099S;Sevilla (SCD Number 7-C);20;
025S;Alcalá del Río;100S;Sevilla (SCD Number 7-D);26;
025V;Villar del Arzobispo y otros municipios;024V;Pedralba y otros municipios;54;
025V;Villar del Arzobispo y otros municipios;027V;Chelva y otros municipios;98;
025V;Villar del Arzobispo y otros municipios;047V;Llíria y otros municipios;148;
026A;Banyeres de Mariola;010A;Biar y otros municipios;195;
026A;Banyeres de Mariola;039V;Mogente/Moixent y otros municipios;24;
026A;Banyeres de Mariola;052V;Bocairent;49;
026B;Tordera y Fogars de la Selva;018B;Sant Cebrià de Vallalta y otros municipios;33;
026B;Tordera y Fogars de la Selva;027B;Palafolls y Santa Susanna;277;
026B;Tordera y Fogars de la Selva;028B;Seva y otros municipios;24;
026B;Tordera y Fogars de la Selva;03GI;Vilobí d'Onyar y Riudellots de la Selva;43;
026B;Tordera y Fogars de la Selva;058B;Calella;25;
026B;Tordera y Fogars de la Selva;079B;Malgrat de Mar;109;
026B;Tordera y Fogars de la Selva;099B;Pineda de Mar;60;
026B;Tordera y Fogars de la Selva;112B;Sant Celoni;53;
026B;Tordera y Fogars de la Selva;14GI;Hostalric y otros municipios;171;
026B;Tordera y Fogars de la Selva;39GI;Blanes;463;
026B;Tordera y Fogars de la Selva;50GI;Lloret de Mar;39;
026B;Tordera y Fogars de la Selva;51GI;Maçanet de la Selva;149;
026B;Tordera y Fogars de la Selva;65GI;Vidreres;22;
026B;Tordera y Fogars de la Selva;69GI;Girona (distrito 03);24;
026M;Ajalvir;042M;Daganzo de Arriba;98;
026M;Ajalvir;061M;Paracuellos de Jarama;54;
026M;Ajalvir;085M;Alcalá de Henares (distrito 03);30;
026M;Ajalvir;136M;Torrejón de Ardoz (distrito 01);86;
026S;Algaba, La;024S;Alcalá de Guadaíra (distrito 04);23;
026S;Algaba, La;025S;Alcalá del Río;37;
026S;Algaba, La;048S;Dos Hermanas (distrito 05);43;
026S;Algaba, La;055S;Guillena;64;
026S;Algaba, La;069S;Rinconada, La;175;
026S;Algaba, La;071S;Salteras;60;
026S;Algaba, La;074S;Santiponce;27;
026S;Algaba, La;078S;Sevilla (SCD Number 2-A);20;
026S;Algaba, La;094S;Sevilla (SCD Number 6-A);20;
026S;Algaba, La;099S;Sevilla (SCD Number 7-C);72;
026S;Algaba, La;100S;Sevilla (SCD Number 7-D);26;
026S;Algaba, La;112S;Sevilla (SCD Number 11);24;
027A;Benejúzar;003A;Bigastro y Jacarilla;62;
027A;Benejúzar;021A;Orihuela (distrito 08) y Rafal;159;
027A;Benejúzar;023A;Almoradí;56;
027A;Benejúzar;087A;Orihuela (distrito 01);23;
027A;Benejúzar;088A;Orihuela (distrito 02);26;
027A;Benejúzar;090A;Orihuela (distrito 04);50;
027A;Benejúzar;091A;Orihuela (distrito 05);31;
027A;Benejúzar;092A;Orihuela (distrito 06);27;
027B;Palafolls y Santa Susanna;026B;Tordera y Fogars de la Selva;349;
027B;Palafolls y Santa Susanna;058B;Calella;55;
027B;Palafolls y Santa Susanna;079B;Malgrat de Mar;340;
027B;Palafolls y Santa Susanna;099B;Pineda de Mar;283;
027B;Palafolls y Santa Susanna;39GI;Blanes;267;
027B;Palafolls y Santa Susanna;50GI;Lloret de Mar;35;
027M;Álamo, El;016M;Serranillos del Valle y Batres;62;
027M;Álamo, El;030M;Arroyomolinos;83;
027M;Álamo, El;056M;Moraleja de Enmedio;27;
027M;Álamo, El;059M;Navalcarnero;168;
027M;Álamo, El;125M;Móstoles (distrito 02);21;
027M;Álamo, El;53TO;Seseña y Casarrubios del Monte;48;
027S;Almensilla;031S;Bollullos de la Mitación;34;
027S;Almensilla;042S;Coria del Río;47;
027S;Almensilla;048S;Dos Hermanas (distrito 05);18;
027S;Almensilla;059S;Mairena del Aljarafe;66;
027S;Almensilla;063S;Palomares del Río;75;
027V;Chelva y otros municipios;024V;Pedralba y otros municipios;29;
027V;Chelva y otros municipios;025V;Villar del Arzobispo y otros municipios;34;
027V;Chelva y otros municipios;047V;Llíria y otros municipios;35;
027V;Chelva y otros municipios;17CU;Landete y otros municipios;38;
028A;Benissa;018A;Xaló y otros municipios;79;
028A;Benissa;020A;Teulada y Benitachell/Poble Nou de Benitatxell, el;398;
028A;Benissa;029A;Calp;348;
028A;Benissa;043A;Jávea/Xàbia;90;
028B;Seva y otros municipios;026B;Tordera y Fogars de la Selva;16;
028B;Seva y otros municipios;029B;Aiguafreda y otros municipios;37;
028B;Seva y otros municipios;031B;Balenyà y otros municipios;47;
028B;Seva y otros municipios;033B;Tona y otros municipios;36;
028B;Seva y otros municipios;061B;Cardedeu;21;
028B;Seva y otros municipios;063B;Centelles;59;
028B;Seva y otros municipios;076B;Llinars del Vallès;17;
028B;Seva y otros municipios;111B;Sant Antoni de Vilamajor;36;
028B;Seva y otros municipios;112B;Sant Celoni;165;
028B;Seva y otros municipios;132B;Santa Maria de Palautordera;95;
028B;Seva y otros municipios;144B;Vic;42;
028B;Seva y otros municipios;14GI;Hostalric y otros municipios;24;
028M;Algete;024M;Valdetorres de Jarama;24;
028M;Algete;025M;Valdeolmos-Alalpardo y otros municipios;43;
028M;Algete;037M;Cobeña;81;
028M;Algete;044M;Fuente el Saz de Jarama;97;
028M;Algete;061M;Paracuellos de Jarama;38;
028M;Algete;064M;San Agustín del Guadalix;63;
028M;Algete;135M;San Sebastián de los Reyes (sección 033 y otras secciones del distrito 01);319;
028M;Algete;16GU;Casar, El y Uceda;43;
028M;Algete;258M;Madrid (SCD Valdefuentes-1);24;
028M;Algete;290M;Alcobendas (sección 059 y otras secciones del distrito 01);71;
028M;Algete;293M;San Sebastián de los Reyes (sección 047 y otras secciones del distrito 01);26;
028S;Arahal;014S;Morón de la Frontera y Coripe;238;
028S;Arahal;024S;Alcalá de Guadaíra (distrito 04);61;
028S;Arahal;039S;Carmona;51;
028S;Arahal;060S;Marchena;109;
028S;Arahal;064S;Paradas;465;
028S;Arahal;121S;Viso del Alcor, El;31;
028V;Venta del Moro y otros municipios;086V;Utiel;55;
028V;Venta del Moro y otros municipios;120V;Requena;75;
029A;Calp;019A;Orba y otros municipios;30;
029A;Calp;020A;Teulada y Benitachell/Poble Nou de Benitatxell, el;135;
029A;Calp;022A;Alfàs del Pi, l';86;
029A;Calp;024A;Altea;195;
029A;Calp;028A;Benissa;341;
029A;Calp;043A;Jávea/Xàbia;41;
029A;Calp;049A;Nucia, la;29;
029B;Aiguafreda y otros municipios;028B;Seva y otros municipios;76;
029B;Aiguafreda y otros municipios;063B;Centelles;53;
029M;Alpedrete;041M;Collado Mediano;65;
029M;Alpedrete;043M;Escorial, El;22;
029M;Alpedrete;045M;Galapagar;58;
029M;Alpedrete;047M;Guadarrama;137;
029M;Alpedrete;057M;Moralzarzal;66;
029M;Alpedrete;066M;San Lorenzo de El Escorial;94;
029M;Alpedrete;072M;Torrelodones;18;
029M;Alpedrete;098M;Collado Villalba;540;
029S;Aznalcóllar;018S;Huévar del Aljarafe y otros municipios;22;
029S;Aznalcóllar;053S;Gerena;29;
029S;Aznalcóllar;073S;Sanlúcar la Mayor;45;
029S;Aznalcóllar;20HU;Almonte;79;
029V;Chiva y Godelleta;016V;Riba-roja de Túria y Loriguilla;238;
029V;Chiva y Godelleta;024V;Pedralba y otros municipios;20;
029V;Chiva y Godelleta;032V;Yátova y otros municipios;27;
029V;Chiva y Godelleta;045V;Montserrat y Montroi/Montroy;27;
029V;Chiva y Godelleta;047V;Llíria y otros municipios;18;
029V;Chiva y Godelleta;061V;Turís;74;
029V;Chiva y Godelleta;068V;Cheste;397;
029V;Chiva y Godelleta;076V;Buñol;101;
029V;Chiva y Godelleta;101V;Torrent (distrito 04);227;
029V;Chiva y Godelleta;102V;Valencia (SCD El Grau/Natzaret);20;
029V;Chiva y Godelleta;113V;Silla;16;
029V;Chiva y Godelleta;137V;Quart de Poblet;96;
029V;Chiva y Godelleta;153V;Alaquàs;43;
029V;Chiva y Godelleta;155V;Manises;40;
029V;Chiva y Godelleta;157V;Aldaia;103;
029V;Chiva y Godelleta;161V;Valencia (SCD Campanar);23;
029V;Chiva y Godelleta;162V;Torrent (distrito 03);31;
029V;Chiva y Godelleta;165V;Paterna;106;
02AB;Chinchilla de Monte-Aragón y Pozo Cañada;01AB;Albacete (distrito 08) y otros municipios;281;
02AB;Chinchilla de Monte-Aragón y Pozo Cañada;06AB;Alpera y otros municipios;32;
02AB;Chinchilla de Monte-Aragón y Pozo Cañada;20AB;Hellín;32;
02AB;Chinchilla de Monte-Aragón y Pozo Cañada;23AB;Albacete (distrito 01);26;
02AB;Chinchilla de Monte-Aragón y Pozo Cañada;27AB;Albacete (distrito 05);19;
02AB;Chinchilla de Monte-Aragón y Pozo Cañada;29AB;Albacete (distrito 07);67;
02AL;Dalías y Balanegra;18AL;Adra;106;
02AL;Dalías y Balanegra;20AL;Berja;79;
02AL;Dalías y Balanegra;43AL;Ejido, El (sección 006 y otras secciones del distrito 01);87;
02AL;Dalías y Balanegra;44AL;Ejido, El (sección 012 y otras secciones del distrito 01);208;
02AL;Dalías y Balanegra;45AL;Ejido, El (sección 018 y otras secciones del distrito 01);356;
02AS;Allande y otros municipios;15LU;Fonsagrada, A y otros municipios;36;
02AS;Allande y otros municipios;18AS;Cangas del Narcea;62;
02AV;Ávila (distrito 06) y Berrocalejo de Aragona;01AV;Ávila (distritos 01 a 03) y otros municipios;413;
02AV;Ávila (distrito 06) y Berrocalejo de Aragona;03AV;Ávila (distrito 04) y otros municipios;545;
02AV;Ávila (distrito 06) y Berrocalejo de Aragona;07AV;Sanchidrián y otros municipios;189;
02AV;Ávila (distrito 06) y Berrocalejo de Aragona;10AV;San Pedro del Arroyo y otros municipios;78;
02AV;Ávila (distrito 06) y Berrocalejo de Aragona;17AV;Solosancho y otros municipios;42;
02AV;Ávila (distrito 06) y Berrocalejo de Aragona;22AV;Ávila (distrito 05);178;
02BA;Badajoz (distrito 08) y otros municipios;03BA;Talavera la Real y otros municipios;315;
02BA;Badajoz (distrito 08) y otros municipios;04BA;Montijo y Torremayor;103;
02BA;Badajoz (distrito 08) y otros municipios;05BA;Valdelacalzada y Lobón;58;
02BA;Badajoz (distrito 08) y otros municipios;14BA;Almendral y otros municipios;31;
02BA;Badajoz (distrito 08) y otros municipios;40BA;Olivenza y Valverde de Leganés;38;
02BA;Badajoz (distrito 08) y otros municipios;40CC;Cáceres (distrito 06) y Aliseda;30;
02BA;Badajoz (distrito 08) y otros municipios;45BA;Alburquerque;45;
02BA;Badajoz (distrito 08) y otros municipios;55BA;Badajoz (distrito 01);75;
02BA;Badajoz (distrito 08) y otros municipios;56BA;Badajoz (distrito 02);66;
02BA;Badajoz (distrito 08) y otros municipios;57BA;Badajoz (distrito 03);316;
02BA;Badajoz (distrito 08) y otros municipios;58BA;Badajoz (distrito 04);351;
02BA;Badajoz (distrito 08) y otros municipios;59BA;Badajoz (distrito 05);54;
02BA;Badajoz (distrito 08) y otros municipios;60BA;Badajoz (distrito 06);116;
02BA;Badajoz (distrito 08) y otros municipios;61BA;Badajoz (distrito 07);678;
02BA;Badajoz (distrito 08) y otros municipios;62BA;Badajoz (distrito 09);143;
02BA;Badajoz (distrito 08) y otros municipios;63BA;Badajoz (distrito 10);86;
02BA;Badajoz (distrito 08) y otros municipios;65BA;Mérida (distrito 06);38;
02BI;Sopuerta y Galdames;03BI;Güeñes y otros municipios;56;
02BI;Sopuerta y Galdames;04BI;Muskiz y Zierbena;20;
02BI;Sopuerta y Galdames;48BI;Balmaseda;25;
02BI;Sopuerta y Galdames;49BI;Zalla;85;
02BU;Valle de Mena;01VI;Ayala/Aiara y otros municipios;18;
02BU;Valle de Mena;02BI;Sopuerta y Galdames;21;
02BU;Valle de Mena;48BI;Balmaseda;26;
02CA;Villaescusa y otros municipios;04CA;Puente Viesgo y San Felices de Buelna;70;
02CA;Villaescusa y otros municipios;13CA;Santiurde de Toranzo y otros municipios;28;
02CA;Villaescusa y otros municipios;22CA;Astillero, El;122;
02CA;Villaescusa y otros municipios;24CA;Camargo;116;
02CA;Villaescusa y otros municipios;30CA;Marina de Cudeyo;59;
02CA;Villaescusa y otros municipios;31CA;Medio Cudeyo;42;
02CA;Villaescusa y otros municipios;33CA;Piélagos;123;
02CA;Villaescusa y otros municipios;38CA;Santa María de Cayón;273;
02CA;Villaescusa y otros municipios;47CA;Santander (distrito 05);23;
02CA;Villaescusa y otros municipios;48CA;Santander (distrito 06);34;
02CA;Villaescusa y otros municipios;50CA;Santander (distrito 08);86;
